-e norm_key	source_class	source_detail	recipe_name
appleloopspkg	dynamic-scrape		appleLoops.pkg
applemasteringtoolsdownload	dynamic-scrape	www.apple.com	Apple Mastering Tools.download
appleserver	dynamic-scrape		apple_server
applite	sparkle/feed	milanvarady.github.io	Applite
applitedownload	sparkle/feed	milanvarady.github.io	Applite.download
appliteinstall	sparkle/feed	milanvarady.github.io	Applite.install
appreviews	github	knutigro/AppReviews	App Reviews
appreviewsdownload	github	knutigro/AppReviews	AppReviews.download
appreviewsinstall	github	knutigro/AppReviews	AppReviews.install
appreviewsmunki	github	knutigro/AppReviews	AppReviews.munki
appreviewspkg	github	knutigro/AppReviews	AppReviews.pkg
approvedbackgrounditems10	dynamic-scrape	hcsonline.com	ApprovedBackgroundItems1.0
approvedbackgrounditems10download	dynamic-scrape	hcsonline.com	Approved Background Items 1.0.download
approvedbackgrounditems10munki	dynamic-scrape	hcsonline.com	Approved Background Items 1.0.munki
apptamer	sparkle/feed	www.stclairsoft.com	App Tamer
apptamerdownload	sparkle/feed	www.stclairsoft.com	AppTamer.download
apptamermunki	sparkle/feed	www.stclairsoft.com	AppTamer.munki
apptamerpkg	sparkle/feed	www.stclairsoft.com	AppTamer.pkg
appzapper	dynamic-scrape	www.appzapper.com	AppZapper
appzapperdownload	dynamic-scrape	www.appzapper.com	AppZapper.download
appzapperinstall	dynamic-scrape	www.appzapper.com	AppZapper.install
appzappermunki	dynamic-scrape	www.appzapper.com	AppZapper.munki
appzapperpkg	dynamic-scrape	www.appzapper.com	AppZapper.pkg
aptanastudio3	github	aptana/studio3	AptanaStudio3
aptanastudio3download	github	aptana/studio3	AptanaStudio3.download
aptanastudio3jss	github	aptana/studio3	AptanaStudio3.jss
arc	sparkle/feed	releases.arc.net	Arc
arcade	dynamic-scrape	app.arcade.software	Arcade
arcadedownload	dynamic-scrape	app.arcade.software	Arcade.download
arcademunki	dynamic-scrape	app.arcade.software	Arcade.munki
arcdownload	sparkle/feed	releases.arc.net	Arc.download
archeyosx	dynamic-scrape		archey-osx
archeyosxdownload	dynamic-scrape		archey-osx.download
archeyosxinstall	dynamic-scrape		archey-osx.install
archeyosxmunki	dynamic-scrape		archey-osx.munki
archeyosxpkg	dynamic-scrape		archey-osx.pkg
archivewebpage	github	webrecorder/archiveweb.page	ArchiveWeb.page
archivewebpagedownload	github	webrecorder/archiveweb.page	ArchiveWeb.page.download
archivewebpagemunki	github	webrecorder/archiveweb.page	ArchiveWeb.page.munki
arcinstall	sparkle/feed	releases.arc.net	Arc.install
arcmark	github	Geek-1001/arcmark	Arcmark
arcmarkdownload	github	Geek-1001/arcmark	Arcmark.download
arcmarkmunki	github	Geek-1001/arcmark	Arcmark.munki
arcmarkpkg	github	Geek-1001/arcmark	Arcmark.pkg
arcmunki	sparkle/feed	releases.arc.net	Arc.munki
arcpkg	sparkle/feed	releases.arc.net	Arc.pkg
arctic	sparkle/feed	updates.hedge.video	Arctic
arcticdownload	sparkle/feed	updates.hedge.video	Arctic.download
arcticmunki	sparkle/feed	updates.hedge.video	Arctic.munki
arraycalcv10	dynamic-scrape	swupdate.dbaudio.com	ArrayCalcV10
arraycalcv10download	dynamic-scrape	swupdate.dbaudio.com	ArrayCalc V10.download
arraycalcv10munki	dynamic-scrape	swupdate.dbaudio.com	ArrayCalc V10.munki
arraycalcv11	dynamic-scrape	swupdate.dbaudio.com	ArrayCalcV11
arraycalcv11download	dynamic-scrape	swupdate.dbaudio.com	ArrayCalc V11.download
arraycalcv11munki	dynamic-scrape	swupdate.dbaudio.com	ArrayCalc V11.munki
arraycalcv12	dynamic-scrape	swupdate.dbaudio.com	ArrayCalcV12
arraycalcv12download	dynamic-scrape	swupdate.dbaudio.com	ArrayCalc V12.download
arrirawconverter4	dynamic-scrape	www.arri.com	ARRIRAWConverter4
arrirawconverter4download	dynamic-scrape	www.arri.com	ARRIRAWConverter 4.download
arrirawconverter4munki	dynamic-scrape	www.arri.com	ARRIRAWConverter 4.munki
arrirawconverter4pkg	dynamic-scrape	www.arri.com	ARRIRAWConverter 4.pkg
arrireferencetool	dynamic-scrape	www.arri.com	ARRIReferenceTool
arrireferencetooldownload	dynamic-scrape	www.arri.com	ARRI Reference Tool.download
arrireferencetoolmunki	dynamic-scrape	www.arri.com	ARRI Reference Tool.munki
arrireferencetoolpkg	dynamic-scrape	www.arri.com	ARRI Reference Tool.pkg
asperaconnect	dynamic-scrape	d3gcli72yxqn2z.cloudfront.net	AsperaConnect
asperaconnectdownload	dynamic-scrape	d3gcli72yxqn2z.cloudfront.net	Aspera Connect.download
asperaconnectmunki	dynamic-scrape	d3gcli72yxqn2z.cloudfront.net	Aspera Connect.munki
asperaconnectpkg	dynamic-scrape	d3gcli72yxqn2z.cloudfront.net	Aspera Connect.pkg
assetcatalogtinkerer	github	insidegui/AssetCatalogTinkerer	AssetCatalogTinkerer
assetcatalogtinkererdownload	github	insidegui/AssetCatalogTinkerer	AssetCatalogTinkerer.download
assetcatalogtinkerermunki	github	insidegui/AssetCatalogTinkerer	AssetCatalogTinkerer.munki
astutemanager	dynamic-scrape		AstuteManager
astutemanagerdownload	dynamic-scrape		Astute Manager.download
astutemanagerpkg	dynamic-scrape		Astute Manager.pkg
asuite	dynamic-scrape	www.averusa.com	A+Suite
asuitedownload	dynamic-scrape	www.averusa.com	A+ Suite.download
asuitemunki	dynamic-scrape	www.averusa.com	A+ Suite.munki
atemosc	github	SteffeyDev/atemOSC	atemOSC
atemoscdownload	github	SteffeyDev/atemOSC	atemOSC.download
atemoscmunki	github	SteffeyDev/atemOSC	atemOSC.munki
atext3	dynamic-scrape	www.trankynam.com	aText 3
atext3download	dynamic-scrape	www.trankynam.com	aText 3.download
atext3munki	dynamic-scrape	www.trankynam.com	aText 3.munki
atlas	sparkle/feed	www.downloads.flamingosoftware.co.uk	Atlas
atlasdownload	sparkle/feed	www.downloads.flamingosoftware.co.uk	Atlas.download
atlasmunki	sparkle/feed	www.downloads.flamingosoftware.co.uk	Atlas.munki
atlasti	sparkle/feed		ATLAS.ti
atlastidownload	sparkle/feed		ATLAS.ti.download
atlastimunki	sparkle/feed		ATLAS.ti.munki
atoll	github	Ebullioscopic/Atoll	Atoll
atolldownload	github	Ebullioscopic/Atoll	Atoll.download
atollinstall	github	Ebullioscopic/Atoll	Atoll.install
atollmunki	github	Ebullioscopic/Atoll	Atoll.munki
atollpkg	github	Ebullioscopic/Atoll	Atoll.pkg
audacity	github	audacity/audacity	Audacity
audacitydownload	github	audacity/audacity	Audacity.download
audacitymunki	github	audacity/audacity	Audacity.munki
audinatedantecontroller	sparkle/feed		Audinate Dante Controller
audinatedantecontrollerdownload	sparkle/feed		Audinate Dante Controller.download
audinatedantevia	dynamic-scrape	my.audinate.com	AudinateDanteVia
audinatedanteviadownload	dynamic-scrape	my.audinate.com	Audinate Dante Via.download
audinatedantevirtualsoundcard	sparkle/feed	software-updates.audinate.com	AudinateDanteVirtualSoundcard
audinatedantevirtualsoundcarddownload	sparkle/feed	software-updates.audinate.com	Audinate Dante Virtual Soundcard.download
audinatedantevirtualsoundcardmunki	sparkle/feed	software-updates.audinate.com	Audinate Dante Virtual Soundcard.munki
audioacaciaserver	dynamic-scrape		audio|acacia:server
audioacaciaserverdownload	dynamic-scrape		AudioAcaciaServer.download
audioconverterdownload	dynamic-scrape		AudioConverter.download
audiohijack	dynamic-scrape	rogueamoeba.com	Audio Hijack
audiohijackdownload	dynamic-scrape	rogueamoeba.com	AudioHijack.download
audiomoverslistento	dynamic-scrape	audiomovers.com	AudiomoversListento
audiomoverslistentodownload	dynamic-scrape	audiomovers.com	Audiomovers Listento.download
audiomoverslistentoplugins	dynamic-scrape	audiomovers.com	AudiomoversListentoPlugins
audiomoverslistentopluginsdownload	dynamic-scrape	audiomovers.com	Audiomovers Listento Plugins.download
audiomoverslistentopluginsmunki	dynamic-scrape	audiomovers.com	Audiomovers Listento Plugins.munki
aulab	dynamic-scrape	www.apple.com	AU Lab
auralia	dynamic-scrape		Auralia
auraliadownload	dynamic-scrape		Auralia.download
aurorahdrpro	sparkle/feed	aurorahdr2019mac.update.skylum.com	Aurora HDR Pro
aurorahdrprodownload	sparkle/feed	aurorahdr2019mac.update.skylum.com	Aurora HDR Pro.download
aurorahdrproinstall	sparkle/feed	aurorahdr2019mac.update.skylum.com	Aurora HDR Pro.install
aurorahdrpromunki	sparkle/feed	aurorahdr2019mac.update.skylum.com	Aurora HDR Pro.munki
authydesktop	dynamic-scrape	electron.authy.com	AuthyDesktop
authydesktopdownload	dynamic-scrape	electron.authy.com	Authy Desktop.download
autocad2026	dynamic-scrape	trial2.autodesk.com	AutoCAD2026
autocad2026download	dynamic-scrape	trial2.autodesk.com	AutoCAD 2026.download
autocaspernbi	github	macmule/AutoCasperNBI	AutoCasperNBI
autocaspernbidownload	github	macmule/AutoCasperNBI	AutoCasperNBI.download
autocaspernbiinstall	github	macmule/AutoCasperNBI	AutoCasperNBI.install
autodeskeagle	dynamic-scrape		AutodeskEAGLE
autodeskeagledownload	dynamic-scrape		AutodeskEAGLE.download
autodeskeaglemunki	dynamic-scrape		Autodesk EAGLE.munki
autodeskeaglepkg	dynamic-scrape		AutodeskEAGLE.pkg
autodeskfusion	dynamic-scrape		Autodesk Fusion
autodeskfusion360	dynamic-scrape	dl.appstreaming.autodesk.com	Autodesk Fusion 360
autodeskfusion360download	dynamic-scrape		AutodeskFusion360.download
autodeskfusion360munki	dynamic-scrape	dl.appstreaming.autodesk.com	AutodeskFusion360.munki
autodeskfusion360pkg	dynamic-scrape		AutodeskFusion360.pkg
autoimagrnbi	github	macmule/AutoImagrNBI	AutoImagrNBI
autoimagrnbidownload	github	macmule/AutoImagrNBI	AutoImagrNBI.download
autopkg	github	autopkg/autopkg	AutoPkg
autopkg1gitmasterpkg	dynamic-scrape		AutoPkg1GitMaster.pkg
autopkggitmasternopythonpkg	dynamic-scrape		AutoPkgGitMasterNoPython.pkg
autopkggitmasternupkg	dynamic-scrape		AutoPkgGitMaster.nupkg
autopkggitmasterpkg	dynamic-scrape		AutoPkgGitMaster.pkg
autopkgr	sparkle/feed	raw.githubusercontent.com	AutoPkgr
autopkgrdownload	sparkle/feed	raw.githubusercontent.com	AutoPkgr.download
autopkgreleasedownload	github	autopkg/autopkg	AutoPkg-Release.download
autopkgreleaseinstall	github	autopkg/autopkg	AutoPkg-Release.install
autopkgrinstall	sparkle/feed	raw.githubusercontent.com	AutoPkgr.install
autopkgrpkg	sparkle/feed	raw.githubusercontent.com	AutoPkgr.pkg
avbridge	dynamic-scrape	www.banyan-av.com	AVBridge
avbridgedownload	dynamic-scrape	www.banyan-av.com	AVBridge.download
avbridgemunki	dynamic-scrape	www.banyan-av.com	AVBridge.munki
avenue	dynamic-scrape	resolume.com	Avenue
avenuedownload	dynamic-scrape	resolume.com	Avenue.download
avenuepkg	dynamic-scrape	resolume.com	Avenue.pkg
aviatrixvpnclient	dynamic-scrape	s3-us-west-2.amazonaws.com	AviatrixVPNClient
aviatrixvpnclientdownload	dynamic-scrape	s3-us-west-2.amazonaws.com	AviatrixVPNClient.download
aviatrixvpnclientmunki	dynamic-scrape	s3-us-west-2.amazonaws.com	AviatrixVPNClient.munki
avidemux	dynamic-scrape	www.fosshub.com	avidemux
avidemuxdownload	dynamic-scrape	www.fosshub.com	avidemux.download
avidemuxpkg	dynamic-scrape	www.fosshub.com	avidemux.pkg
awipspython	dynamic-scrape	www.unidata.ucar.edu	awips-python
awipspythondownload	dynamic-scrape	www.unidata.ucar.edu	awips-python.download
awscli	dynamic-scrape	api.github.com	AWSCLI
awsclidownload	dynamic-scrape	api.github.com	AWSCLI.download
awscliinstall	dynamic-scrape	api.github.com	AWSCLI.install
awsclimunki	dynamic-scrape	api.github.com	AWSCLI.munki
awsclipkg	dynamic-scrape	api.github.com	AWSCLI.pkg
awssessionmanagerplugin	dynamic-scrape	s3.amazonaws.com	AWSSessionManagerPlugin
awssessionmanagerplugindownload	dynamic-scrape	s3.amazonaws.com	AWSSessionManagerPlugin.download
awsvault	github	99designs/aws-vault	aws-vault
awsvaultdownload	github	99designs/aws-vault	aws-vault.download
awsvaultinstall	github	99designs/aws-vault	aws-vault.install
axurerp10trial	dynamic-scrape	www.axure.com	AxureRP10-Trial
axurerp10trialdownload	dynamic-scrape	www.axure.com	Axure RP 10-Trial.download
axurerp11	dynamic-scrape	axure.cachefly.net	AxureRP11
axurerp11download	dynamic-scrape	axure.cachefly.net	Axure RP 11.download
axurerp8trial	dynamic-scrape	www.axure.com	AxureRP8-Trial
axurerp8trialdownload	dynamic-scrape	www.axure.com	Axure RP 8-Trial.download
axurerp9trial	dynamic-scrape	www.axure.com	AxureRP9-Trial
axurerp9trialdownload	dynamic-scrape	www.axure.com	Axure RP 9-Trial.download
axurerp9trialmunki	dynamic-scrape	www.axure.com	Axure RP 9-Trial.munki
axurerp9trialpkg	dynamic-scrape	www.axure.com	Axure RP 9-Trial.pkg
azeusconvene	dynamic-scrape	www.azeusconvene.com	AzeusConvene
azeusconvenedownload	dynamic-scrape	www.azeusconvene.com	Azeus Convene.download
azeusconvenemunki	dynamic-scrape	www.azeusconvene.com	Azeus Convene.munki
azulopenjdk17	dynamic-scrape	cdn.azul.com	AzulOpenJDK17
azulopenjdk17download	dynamic-scrape	cdn.azul.com	AzulOpenJDK17.download
azulopenjdk17munki	dynamic-scrape	cdn.azul.com	AzulOpenJDK17.munki
azulopenjdk17pkg	dynamic-scrape	cdn.azul.com	AzulOpenJDK17.pkg
azulopenjdk21	dynamic-scrape	cdn.azul.com	AzulOpenJDK21
azulopenjdk21download	dynamic-scrape	cdn.azul.com	AzulOpenJDK21.download
azulzuluopenjdk11lts	dynamic-scrape	cdn.azul.com	AzulZuluOpenJDK11LTS
azulzuluopenjdk11ltsdownload	dynamic-scrape	cdn.azul.com	Azul Zulu OpenJDK 11 LTS.download
azulzuluopenjdk11ltsmunki	dynamic-scrape	cdn.azul.com	Azul Zulu OpenJDK 11 LTS.munki
azulzuluopenjdk11ltspkg	dynamic-scrape	cdn.azul.com	Azul Zulu OpenJDK 11 LTS.pkg
azuredatastudio	github	microsoft/azuredatastudio	Azure Data Studio
azuredatastudiodownload	github	microsoft/azuredatastudio	Azure Data Studio.download
azuredatastudiojamf	github	microsoft/azuredatastudio	Azure_Data_Studio.jamf
azuredatastudiopkg	github	microsoft/azuredatastudio	AzureDataStudio.pkg
backgammon	dynamic-scrape	growlybird.com	Backgammon
backgammondownload	dynamic-scrape	growlybird.com	Backgammon.download
backgammonmunki	dynamic-scrape	growlybird.com	Backgammon.munki
backgroundmusic	github	%GITHUB_REPO%	BackgroundMusic
backgroundmusicdownload	github	%GITHUB_REPO%	BackgroundMusic.download
backgrounds	github	sap/backgrounds	Backgrounds
backgroundsdownload	github	sap/backgrounds	Backgrounds.download
backuploupe	sparkle/feed	www.soma-zone.com	BackupLoupe
backuploupedownload	sparkle/feed	www.soma-zone.com	BackupLoupe.download
backuploupepkg	sparkle/feed	www.soma-zone.com	BackupLoupe.pkg
backupmanager	dynamic-scrape	cdn.cloudbackup.management	BackupManager
backupmanagerdownload	dynamic-scrape	cdn.cloudbackup.management	Backup Manager.download
backupmanagermunki	dynamic-scrape	cdn.cloudbackup.management	Backup Manager.munki
balancelock	sparkle/feed	www.tunabellysoftware.com	Balance Lock
balancelockdownload	sparkle/feed	www.tunabellysoftware.com	BalanceLock.download
balanceopen	sparkle/feed		BalanceOpen
balanceopendownload	sparkle/feed		BalanceOpen.download
balenaetcher	github	balena-io/etcher	balenaEtcher
balenaetcherdownload	github	balena-io/etcher	balenaEtcher.download
balenaetchermunki	github	balena-io/etcher	balenaEtcher.munki
ball	github	nate-parrott/ball	Ball
balldownload	github	nate-parrott/ball	Ball.download
balsamiqmockups3	dynamic-scrape	build_archives.s3.amazonaws.com	BalsamiqMockups3
balsamiqmockups3download	dynamic-scrape	build_archives.s3.amazonaws.com	Balsamiq Mockups 3.download
balsamiqmockups3munki	dynamic-scrape	build_archives.s3.amazonaws.com	Balsamiq Mockups 3.munki
balsamiqwireframes4	dynamic-scrape	builds.balsamiq.com	BalsamiqWireframes4
balsamiqwireframes4download	dynamic-scrape	builds.balsamiq.com	Balsamiq Wireframes 4.download
balsamiqwireframes4munki	dynamic-scrape	builds.balsamiq.com	Balsamiq Wireframes 4.munki
bambustudio	github	bambulab/BambuStudio	BambuStudio
bambustudiodownload	github	bambulab/BambuStudio	BambuStudio.download
bambustudiomunki	dynamic-scrape	wiki.bambulab.com	BambuStudio.munki
barrel	sparkle/feed	getbarrel.app	Barrel
barreldownload	sparkle/feed	getbarrel.app	Barrel.download
barrelmunki	sparkle/feed	getbarrel.app	Barrel.munki
barrelpkg	sparkle/feed	getbarrel.app	Barrel.pkg
bartender	sparkle/feed		Bartender
bartender4	dynamic-scrape	www.macbartender.com	Bartender4
bartender4download	dynamic-scrape	www.macbartender.com	Bartender 4.download
bartender4munki	dynamic-scrape	www.macbartender.com	Bartender 4.munki
bartender5	dynamic-scrape	downloads.macbartender.com	Bartender5
bartender5download	dynamic-scrape	downloads.macbartender.com	Bartender 5.download
bartender6	dynamic-scrape	downloads.macbartender.com	Bartender6
bartender6download	dynamic-scrape	downloads.macbartender.com	Bartender 6.download
bartenderdownload	sparkle/feed		Bartender.download
bartenderinstall	sparkle/feed		Bartender.install
bartenderjamf	sparkle/feed		Bartender.jamf
bartendermunki	sparkle/feed		Bartender.munki
bartenderpkg	sparkle/feed		Bartender.pkg
bartenderpkguploadjamf	sparkle/feed		Bartender-pkg-upload.jamf
base	sparkle/feed	update.menial.co.uk	Base
basedownload	sparkle/feed	update.menial.co.uk	Base.download
basehead	dynamic-scrape	baseheadinc.com	BaseHead
baseheaddownload	dynamic-scrape	baseheadinc.com	BaseHead.download
baseheadinstall	dynamic-scrape	baseheadinc.com	BaseHead.install
baseheadmunki	dynamic-scrape	baseheadinc.com	BaseHead.munki
basemunki	sparkle/feed	update.menial.co.uk	Base.munki
basepkg	sparkle/feed	update.menial.co.uk	Base.pkg
basicpayetools	dynamic-scrape	www.gov.uk	BasicPAYETools
basicpayetoolsdownload	dynamic-scrape	www.gov.uk	Basic PAYE Tools.download
basicpayetoolsmunki	dynamic-scrape	www.gov.uk	Basic PAYE Tools.munki
basictex	dynamic-scrape	www.tug.org	BasicTeX
basictexdownload	dynamic-scrape	www.tug.org	BasicTeX.download
basictexpkg	dynamic-scrape	www.tug.org	BasicTeX.pkg
batchmod	sparkle/feed		BatChmod
batchmoddownload	sparkle/feed		BatChmod.download
batterytoolkit	github	mhaeuser/Battery-Toolkit	Battery Toolkit
batterytoolkitdownload	github	mhaeuser/Battery-Toolkit	BatteryToolkit.download
bbciplayerdownloads	dynamic-scrape	downloads-app.iplayer.api.bbc.co.uk	BBCiPlayerDownloads
bbciplayerdownloadsdownload	dynamic-scrape	downloads-app.iplayer.api.bbc.co.uk	BBC iPlayer Downloads.download
bbciplayerdownloadspkg	dynamic-scrape	downloads-app.iplayer.api.bbc.co.uk	BBC iPlayer Downloads.pkg
bbedit14	dynamic-scrape	www.barebones.com	BBEdit14
bbedit14download	dynamic-scrape	www.barebones.com	BBEdit 14.download
bbedit14munki	dynamic-scrape	www.barebones.com	BBEdit 14.munki
bbedit15	dynamic-scrape	www.barebones.com	BBEdit15
bbedit15download	dynamic-scrape	www.barebones.com	BBEdit 15.download
bbedit15munki	dynamic-scrape	www.barebones.com	BBEdit 15.munki
beamstudio	dynamic-scrape	id.flux3dp.com	Beam Studio
beamstudiodownload	dynamic-scrape	id.flux3dp.com	BeamStudio.download
bearly	github	bearlyai/releases	Bearly
bearlydownload	github	bearlyai/releases	Bearly.download
bearlymunki	github	bearlyai/releases	Bearly.munki
bearlypkg	github	bearlyai/releases	Bearly.pkg
bebopclient	dynamic-scrape	bbp-clt-v4.s3.amazonaws.com	BebopClient
bebopclientdownload	dynamic-scrape	bbp-clt-v4.s3.amazonaws.com	BebopClient.download
beekeeperstudio	github	beekeeper-studio/beekeeper-studio	Beekeeper Studio
beekeeperstudiodownload	github	beekeeper-studio/beekeeper-studio	BeekeeperStudio.download
beekeeperstudiopkg	github	beekeeper-studio/beekeeper-studio	BeekeeperStudio.pkg
beingboring	dynamic-scrape	www.peterborgapps.com	Being Boring
